10	20	0	0
10	20	31	100
10	20	35	100
10	20	34	100
10	20	25	100
10	20	31	100
10	20	31	100
10	20	34	100
10	20	30	100
10	20	35	100
10	20	41	100
10	20	43	100
10	20	29	100
10	20	30	100
10	20	31	100
10	20	38	100
10	20	51	100
10	20	28	100
10	20	28	100
10	20	39	100
10	20	37	100
10	20	29	100
10	20	35	100
10	20	54	100
10	20	57	100
10	20	34	100
10	20	38	100
10	20	40	100
10	20	31	100
10	20	38	100
10	20	32	100
10	20	36	100
10	20	29	100
10	20	35	100
10	20	27	100
10	20	28	100
10	20	22	100
10	20	30	100
10	20	35	100
10	20	40	100
10	20	31	100
10	20	47	100
10	20	24	100
10	20	34	100
10	20	26	100
10	20	33	100
10	20	36	100
10	20	29	100
10	20	25	100
10	20	32	100
10	20	37	100
10	20	36	100
10	20	38	100
10	20	31	100
10	20	30	100
10	20	33	100
10	20	32	100
10	20	33	100
10	20	36	100
10	20	36	100
10	20	26	100
10	20	28	100
10	20	35	100
10	20	39	100
10	20	37	100
10	20	39	100
10	20	42	100
10	20	39	100
10	20	39	100
10	20	37	100
10	20	37	100
10	20	42	100
10	20	31	100
10	20	34	100
10	20	29	100
10	20	45	100
10	20	37	100
10	20	38	100
10	20	42	100
10	20	36	100
10	20	35	100
10	20	34	100
10	20	37	100
10	20	44	100
10	20	49	100
10	20	41	100
10	20	37	100
10	20	34	100
10	20	42	100
10	20	43	100
10	20	43	100
10	20	39	100
10	20	37	100
10	20	34	100
10	20	41	100
10	20	40	100
10	20	34	100
10	20	54	100
10	20	42	100
10	20	38	100
10	20	43	100
10	20	43	100
10	20	37	100
10	20	41	100
10	20	26	100
10	20	36	100
10	20	39	100
10	20	38	100
10	20	34	100
10	20	37	100
10	20	33	100
10	20	43	100
10	20	41	100
10	20	36	100
10	20	38	100
10	20	45	100
10	20	31	100
10	20	32	100
10	20	47	100
10	20	39	100
10	20	36	100
10	20	39	100
10	20	34	100
10	20	45	100
10	20	45	100
10	20	38	100
10	20	46	100
10	20	41	100
10	20	45	100
10	20	45	100
10	20	46	100
10	20	44	100
10	20	41	100
10	20	33	100
10	20	40	100
10	20	43	100
10	20	45	100
10	20	49	100
10	20	45	100
10	20	39	100
10	20	38	100
10	20	35	100
10	20	35	100
10	20	40	100
10	20	44	100
10	20	37	100
10	20	41	100
10	20	35	100
10	20	28	100
10	20	34	100
10	20	34	100
10	20	30	100
10	20	31	100
10	20	35	100
10	20	32	100
10	20	26	100
10	20	26	100
10	20	39	100
10	20	34	100
10	20	25	100
10	20	38	100
10	20	27	100
10	20	31	100
10	20	22	100
10	20	29	100
10	20	28	100
10	20	22	100
10	20	33	100
10	20	21	100
10	20	8	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	1	0
10	20	0	0
10	20	3	0
10	20	36	100
10	20	44	100
10	20	61	100
10	20	57	100
10	20	56	100
10	20	58	100
10	20	57	100
10	20	49	100
10	20	51	100
10	20	40	100
10	20	46	100
10	20	46	100
10	20	48	100
10	20	53	100
10	20	66	100
10	20	62	100
10	20	63	100
10	20	51	100
10	20	53	100
10	20	44	100
10	20	53	100
10	20	55	100
10	20	61	100
10	20	60	100
10	20	55	100
10	20	59	100
10	20	53	100
10	20	62	100
10	20	54	100
10	20	60	100
10	20	56	100
10	20	62	100
10	20	59	100
10	20	67	100
10	20	70	100
10	20	62	100
10	20	54	100
10	20	55	100
10	20	57	100
10	20	57	100
10	20	53	100
10	20	56	100
10	20	54	100
10	20	51	100
10	20	58	100
10	20	46	100
10	20	41	100
10	20	52	100
10	20	42	100
10	20	42	100
10	20	40	100
10	20	45	100
10	20	47	100
10	20	50	100
10	20	41	100
10	20	36	100
10	20	37	100
10	20	40	100
10	20	42	100
10	20	30	100
10	20	43	100
10	20	37	100
10	20	39	100
10	20	41	100
10	20	39	100
10	20	36	100
10	20	49	100
10	20	49	100
10	20	40	100
10	20	48	100
10	20	53	100
10	20	46	100
10	20	51	100
10	20	51	100
10	20	47	100
10	20	55	100
10	20	52	100
10	20	44	100
10	20	54	100
10	20	46	100
10	20	53	100
10	20	52	100
10	20	48	100
10	20	47	100
10	20	50	100
10	20	42	100
10	20	39	100
10	20	52	100
10	20	48	100
10	20	46	100
10	20	29	100
10	20	46	100
10	20	35	100
10	20	39	100
10	20	39	100
10	20	38	100
10	20	41	100
10	20	37	100
10	20	42	100
10	20	43	100
10	20	45	100
10	20	56	100
10	20	45	100
10	20	59	100
10	20	45	100
10	20	48	100
10	20	50	100
10	20	36	100
10	20	46	100
10	20	42	100
10	20	44	100
10	20	47	100
10	20	52	100
10	20	49	100
10	20	49	100
10	20	49	100
10	20	46	100
10	20	55	100
10	20	47	100
10	20	52	100
10	20	47	100
10	20	42	100
10	20	62	100
10	20	53	100
10	20	62	100
10	20	55	100
10	20	43	100
10	20	57	100
10	20	55	100
10	20	56	100
10	20	58	100
10	20	50	100
10	20	49	100
10	20	50	100
10	20	52	100
10	20	43	100
10	20	52	100
10	20	52	100
10	20	46	100
10	20	50	100
10	20	65	100
10	20	69	100
10	20	67	100
10	20	44	100
10	20	54	100
10	20	56	100
10	20	49	100
10	20	62	100
10	20	49	100
10	20	51	100
10	20	43	100
10	20	47	100
10	20	51	100
10	20	45	100
10	20	78	100
10	20	64	100
10	20	63	100
10	20	60	100
10	20	54	100
10	20	51	100
10	20	50	100
10	20	32	100
10	20	30	100
10	20	15	100
10	20	1	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	0	0
10	20	9	0
10	20	39	100
10	20	53	100
10	20	56	100
10	20	48	100
10	20	48	100
10	20	56	100
10	20	50	100
10	20	39	100
10	20	47	100
10	20	54	100
10	20	59	100
10	20	47	100
10	20	53	100
10	20	54	100
10	20	48	100
10	20	46	100
10	20	35	100
10	20	36	100
10	20	53	100
10	20	36	100
10	20	55	100
10	20	43	100
10	20	42	100
10	20	40	100
10	20	35	100
10	20	48	100
10	20	55	100
10	20	45	100
10	20	33	100
10	20	25	100
10	20	49	100
10	20	34	100
10	20	46	100
10	20	40	100
10	20	43	100
10	20	53	100
10	20	43	100
10	20	43	100
10	20	40	100
10	20	34	100
10	20	36	100
10	20	51	100
10	20	40	100
10	20	42	100
10	20	24	100
10	20	31	100
10	20	33	100
10	20	47	100
10	20	30	100
10	20	30	100
10	20	22	100
10	20	33	100
10	20	39	100
10	20	44	100
10	20	39	100
10	20	35	100
10	20	36	100
10	20	31	100
10	20	35	100
10	20	32	100
10	20	34	100
10	20	40	100
10	20	27	100
10	20	39	100
10	20	34	100
10	20	41	100
10	20	33	100
10	20	28	100
10	20	34	100
10	20	32	100
10	20	37	100
10	20	43	100
10	20	39	100
10	20	34	100
10	20	47	100
10	20	46	100
10	20	31	100
10	20	42	100
10	20	38	100
10	20	44	100
10	20	45	100
10	20	42	100
10	20	45	100
10	20	42	100
10	20	41	100
10	20	42	100
10	20	52	100
10	20	41	100
10	20	56	100
10	20	52	100
10	20	41	100
10	20	19	100
10	20	28	100
10	20	30	100
10	20	33	100
10	20	46	100
10	20	43	100
10	20	46	100
10	20	43	100
10	20	38	100
10	20	49	100
10	20	58	100
10	20	47	100
10	20	45	100
10	20	51	100
10	20	45	100
10	20	58	100
10	20	55	100
10	20	63	100
10	20	53	100
10	20	52	100
10	20	60	100
10	20	47	100
10	20	42	100
10	20	37	100
10	20	43	100
10	20	47	100
10	20	51	100
10	20	46	100
10	20	51	100
10	20	41	100
10	20	45	100
10	20	41	100
10	20	47	100
10	20	47	100
10	20	39	100
10	20	33	100
10	20	34	100
10	20	38	100
10	20	41	100
10	20	42	100
10	20	31	100
10	20	50	100
10	20	39	100
10	20	49	100
10	20	32	100
10	20	35	100
10	20	40	100
10	20	32	100
10	20	43	100
10	20	41	100
10	20	47	100
10	20	31	100
10	20	36	100
10	20	28	100
10	20	24	100
10	20	22	100
10	20	19	100
10	20	46	100
10	20	36	100
10	20	36	100
10	20	31	100
10	20	21	100
10	20	6	0
10	20	8	0
10	20	17	0
10	20	18	0
10	20	17	0
10	20	30	100
10	20	32	100
10	20	35	100
10	20	48	100
10	20	44	100
10	20	43	100
10	20	46	100
10	20	37	100
10	20	42	100
10	20	50	100
10	20	41	100
10	20	42	100
10	20	48	100
10	20	45	100
10	20	40	100
10	20	52	100
10	20	46	100
10	20	36	100
10	20	52	100
10	20	44	100
10	20	44	100
10	20	40	100
10	20	49	100
10	20	62	100
10	20	65	100
10	20	53	100
10	20	62	100
10	20	56	100
10	20	51	100
10	20	53	100
10	20	38	100
10	20	44	100
10	20	38	100
10	20	45	100
10	20	55	100
10	20	62	100
10	20	15	100
